Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-07 05:00:00,USA,Southwestern Power Administration,US-CENT-SPA,408.23,503.94,29.0,29.0,eia.gov,false,
2023-01-07 06:00:00,USA,Southwestern Power Administration,US-CENT-SPA,411.21,507.44,28.48,28.48,eia.gov,false,
2023-01-07 07:00:00,USA,Southwestern Power Administration,US-CENT-SPA,400.66,492.8,31.01,30.67,eia.gov,false,
2023-01-07 08:00:00,USA,Southwestern Power Administration,US-CENT-SPA,396.24,487.43,31.82,31.46,eia.gov,false,
2023-01-07 09:00:00,USA,Southwestern Power Administration,US-CENT-SPA,382.24,473.39,33.52,33.52,eia.gov,false,
2023-01-07 10:00:00,USA,Southwestern Power Administration,US-CENT-SPA,387.71,479.82,32.57,32.57,eia.gov,false,
2023-01-07 11:00:00,USA,Southwestern Power Administration,US-CENT-SPA,428.08,527.27,25.55,25.55,eia.gov,false,
2023-01-07 12:00:00,USA,Southwestern Power Administration,US-CENT-SPA,427.61,526.72,25.63,25.63,eia.gov,false,
2023-01-07 13:00:00,USA,Southwestern Power Administration,US-CENT-SPA,431.71,531.54,24.92,24.92,eia.gov,false,
2023-01-07 14:00:00,USA,Southwestern Power Administration,US-CENT-SPA,434.94,535.33,24.36,24.36,eia.gov,false,
2023-01-07 15:00:00,USA,Southwestern Power Administration,US-CENT-SPA,425.39,524.11,26.02,26.02,eia.gov,false,
2023-01-07 16:00:00,USA,Southwestern Power Administration,US-CENT-SPA,426.26,525.14,25.87,25.87,eia.gov,false,
2023-01-07 17:00:00,USA,Southwestern Power Administration,US-CENT-SPA,382.25,473.4,33.52,33.52,eia.gov,false,
2023-01-07 18:00:00,USA,Southwestern Power Administration,US-CENT-SPA,383.33,474.67,33.33,33.33,eia.gov,false,
2023-01-07 19:00:00,USA,Southwestern Power Administration,US-CENT-SPA,387.14,479.15,32.67,32.67,eia.gov,false,
2023-01-07 20:00:00,USA,Southwestern Power Administration,US-CENT-SPA,376.94,467.16,34.44,34.44,eia.gov,false,
2023-01-07 21:00:00,USA,Southwestern Power Administration,US-CENT-SPA,379.93,467.84,34.93,34.67,eia.gov,false,
2023-01-07 22:00:00,USA,Southwestern Power Administration,US-CENT-SPA,274.64,346.89,52.24,52.24,eia.gov,false,
2023-01-07 23:00:00,USA,Southwestern Power Administration,US-CENT-SPA,198.1,256.9,65.55,65.55,eia.gov,false,
2023-01-08 00:00:00,USA,Southwestern Power Administration,US-CENT-SPA,203.5,263.25,64.61,64.61,eia.gov,false,
2023-01-08 01:00:00,USA,Southwestern Power Administration,US-CENT-SPA,237.48,303.19,58.7,58.7,eia.gov,false,
2023-01-08 02:00:00,USA,Southwestern Power Administration,US-CENT-SPA,241.03,307.37,58.08,58.08,eia.gov,false,
2023-01-08 03:00:00,USA,Southwestern Power Administration,US-CENT-SPA,312.1,386.07,47.45,47.04,eia.gov,false,
2023-01-08 04:00:00,USA,Southwestern Power Administration,US-CENT-SPA,327.09,400.75,45.91,45.23,eia.gov,false,
2023-01-08 05:00:00,USA,Southwestern Power Administration,US-CENT-SPA,328.97,402.6,45.71,44.99,eia.gov,false,
2023-01-08 06:00:00,USA,Southwestern Power Administration,US-CENT-SPA,380.83,457.33,38.97,37.68,eia.gov,false,
2023-01-08 07:00:00,USA,Southwestern Power Administration,US-CENT-SPA,367.77,446.31,39.69,38.79,eia.gov,false,
